M,type,N1,N2,N3
1070,TRIA,641,640,66
1071,TRIA,632,642,643
1072,TRIA,632,643,630
1073,TRIA,640,191,66
1074,TRIA,628,636,619
1075,TRIA,620,619,636
1076,TRIA,620,636,621
1077,TRIA,636,622,621
1078,TRIA,628,644,636
1079,TRIA,640,636,644
1080,TRIA,191,640,644
1081,TRIA,623,622,636
1082,TRIA,640,638,636
1083,TRIA,644,628,629
1084,TRIA,644,629,645
1085,TRIA,627,618,610
1086,TRIA,629,618,627
1087,TRIA,626,629,627
1088,TRIA,643,629,626
1089,TRIA,625,643,626
1090,TRIA,630,624,612
1091,TRIA,643,624,630
1092,TRIA,624,643,625
1093,TRIA,646,632,631
1094,TRIA,642,632,646
1095,TRIA,646,633,634
1096,TRIA,637,641,646
1097,TRIA,641,198,646
1098,TRIA,637,634,635
1099,TRIA,646,631,633
1100,TRIA,646,634,637
1101,TRIA,68,198,641
1102,TRIA,637,639,641
1103,TRIA,643,642,646
1104,TRIA,643,646,647
1105,TRIA,191,644,645
1106,TRIA,191,645,144
1107,TRIA,629,643,647
1108,TRIA,629,647,645
1109,TRIA,194,647,646
1110,TRIA,194,646,198
1111,TRIA,196,648,649
1112,TRIA,196,649,650
1113,TRIA,196,192,648
1114,TRIA,144,651,147
1115,TRIA,645,651,144
1116,TRIA,196,650,194
1117,TRIA,650,647,194
1118,TRIA,645,652,651
1119,TRIA,653,652,645
1120,TRIA,653,645,647
1121,TRIA,653,647,650
1122,TRIA,650,649,654
1123,TRIA,650,654,653
1124,TRIA,652,655,656
1125,TRIA,652,656,651
1126,TRIA,147,651,656
1127,TRIA,147,656,657
1128,TRIA,657,145,147
1129,TRIA,146,145,658
1130,TRIA,145,657,658
1131,TRIA,193,659,192
1132,TRIA,659,648,192
1133,TRIA,654,649,659
1134,TRIA,649,648,659
1135,TRIA,652,653,655
1136,TRIA,653,654,655
1137,TRIA,658,657,656
1138,TRIA,658,656,655
1139,TRIA,146,659,193
1140,TRIA,146,658,659
1141,TRIA,659,658,655
1142,TRIA,659,655,654
1143,TRIA,72,660,661
1144,TRIA,72,661,205
1145,TRIA,202,80,662
1146,TRIA,202,662,663
1147,TRIA,81,204,664
1148,TRIA,81,664,665
1149,TRIA,183,666,667
1150,TRIA,183,667,181
1151,TRIA,668,669,665
1152,TRIA,668,665,664
1153,TRIA,668,664,206
1154,TRIA,206,664,204
1155,TRIA,668,206,670
1156,TRIA,206,661,671
1157,TRIA,206,671,670
1158,TRIA,205,661,206
1159,TRIA,661,660,672
1160,TRIA,661,672,671
1161,TRIA,672,660,74
1162,TRIA,672,74,673
1163,TRIA,72,74,660
1164,TRIA,666,674,675
1165,TRIA,666,675,667
1166,TRIA,183,203,676
1167,TRIA,183,676,666
1168,TRIA,676,674,666
1169,TRIA,203,663,677
1170,TRIA,202,663,203
1171,TRIA,203,677,676
1172,TRIA,678,677,663
1173,TRIA,678,663,662
1174,TRIA,678,662,79
1175,TRIA,662,80,79
1176,TRIA,678,79,679
1177,TRIA,79,82,680
1178,TRIA,79,680,679
1179,TRIA,82,665,669
1180,TRIA,81,665,82
1181,TRIA,82,669,680
1182,TRIA,181,681,75
1183,TRIA,181,667,681
1184,TRIA,667,675,681
1185,TRIA,76,682,683
1186,TRIA,76,683,73
1187,TRIA,74,683,684
1188,TRIA,74,684,673
1189,TRIA,73,683,74
1190,TRIA,673,681,679
1191,TRIA,673,679,680
1192,TRIA,673,680,672
1193,TRIA,677,678,679
1194,TRIA,677,679,676
1195,TRIA,675,674,676
1196,TRIA,676,679,681
1197,TRIA,670,680,669
1198,TRIA,670,669,668
1199,TRIA,681,673,684
1200,TRIA,681,684,685
1201,TRIA,672,680,670
1202,TRIA,676,681,675
1203,TRIA,671,672,670
1204,TRIA,685,682,75
1205,TRIA,685,75,681
1206,TRIA,76,75,682
1207,TRIA,682,685,684
1208,TRIA,682,684,683
1209,TRIA,38,33,686
1210,TRIA,38,686,687
1211,TRIA,207,40,688
1212,TRIA,207,688,689
1213,TRIA,31,96,690
1214,TRIA,31,690,691
1215,TRIA,689,688,692
1216,TRIA,688,693,692
1217,TRIA,693,688,39
1218,TRIA,39,688,40
1219,TRIA,693,39,694
1220,TRIA,687,39,38
1221,TRIA,39,687,695
1222,TRIA,39,695,694
1223,TRIA,696,695,686
1224,TRIA,695,687,686
1225,TRIA,696,686,32
1226,TRIA,696,32,697
1227,TRIA,33,32,686
1228,TRIA,691,32,31
1229,TRIA,32,691,698
1230,TRIA,32,698,697
1231,TRIA,691,690,699
1232,TRIA,691,699,698
1233,TRIA,209,689,692
1234,TRIA,207,689,209
1235,TRIA,209,692,700
1236,TRIA,98,701,699
1237,TRIA,98,699,690
1238,TRIA,96,98,690
1239,TRIA,97,210,702
1240,TRIA,97,702,703
1241,TRIA,704,702,209
1242,TRIA,209,702,210
1243,TRIA,704,209,700
1244,TRIA,697,694,695
1245,TRIA,696,697,695
1246,TRIA,699,701,697
1247,TRIA,701,694,697
1248,TRIA,699,697,698
1249,TRIA,700,692,693
1250,TRIA,700,693,694
1251,TRIA,701,700,694
1252,TRIA,705,700,701
1253,TRIA,704,700,705
1254,TRIA,98,703,705
1255,TRIA,97,703,98
1256,TRIA,98,705,701
1257,TRIA,703,702,704
1258,TRIA,703,704,705
1259,TRIA,706,707,708
1260,TRIA,707,709,708
1261,TRIA,710,711,712
1262,TRIA,710,712,713
1263,TRIA,714,707,706
1264,TRIA,714,706,715
1265,TRIA,714,715,716
1266,TRIA,717,718,714
1267,TRIA,718,707,714
1268,TRIA,707,719,709
1269,TRIA,707,718,719
1270,TRIA,718,720,719
1271,TRIA,718,717,720
1272,TRIA,709,719,721
1273,TRIA,719,720,721
1274,TRIA,722,711,710
1275,TRIA,722,710,723
1276,TRIA,709,721,708
1277,TRIA,708,721,713
1278,TRIA,713,721,710
1279,TRIA,724,722,723
1280,TRIA,724,723,725
1281,TRIA,726,715,706
1282,TRIA,726,727,728
1283,TRIA,715,726,728
1284,TRIA,729,727,726
1285,TRIA,729,726,730
1286,TRIA,730,726,706
1287,TRIA,730,706,708
1288,TRIA,712,730,713
1289,TRIA,730,708,713
1290,TRIA,729,730,712
1291,TRIA,715,728,731
1292,TRIA,715,731,716
1293,TRIA,716,731,732
1294,TRIA,716,732,733
1295,TRIA,732,734,735
1296,TRIA,732,735,733
1297,TRIA,711,736,737
1298,TRIA,712,711,737
1299,TRIA,722,736,711
1300,TRIA,714,735,738
1301,TRIA,714,738,739
1302,TRIA,733,735,714
1303,TRIA,716,733,714
1304,TRIA,739,717,714
1305,TRIA,739,740,717
1306,TRIA,740,741,720
1307,TRIA,740,720,717
1308,TRIA,741,721,720
1309,TRIA,741,742,721
1310,TRIA,721,723,710
1311,TRIA,743,725,721
1312,TRIA,743,721,742
1313,TRIA,725,723,721
1314,TRIA,743,744,725
1315,TRIA,744,724,725
1316,TRIA,724,745,736
1317,TRIA,724,736,722
1318,TRIA,735,734,746
1319,TRIA,735,746,738
1320,TRIA,728,727,747
1321,TRIA,748,728,747
1322,TRIA,727,749,747
1323,TRIA,749,727,729
1324,TRIA,712,749,729
1325,TRIA,749,712,737
1326,TRIA,731,728,748
1327,TRIA,750,731,748
1328,TRIA,750,732,731
1329,TRIA,732,750,751
1330,TRIA,732,751,734
1331,TRIA,749,737,752
1332,TRIA,749,752,753
1333,TRIA,736,754,752
1334,TRIA,736,752,737
1335,TRIA,745,755,736
1336,TRIA,755,754,736
1337,TRIA,756,757,755
1338,TRIA,756,755,745
1339,TRIA,746,758,739
1340,TRIA,746,739,738
1341,TRIA,739,758,759
1342,TRIA,739,759,740
1343,TRIA,759,760,741
1344,TRIA,759,741,740
1345,TRIA,741,760,761
1346,TRIA,741,761,742
1347,TRIA,742,761,743
1348,TRIA,761,744,743
1349,TRIA,744,756,745
1350,TRIA,744,745,724
1351,TRIA,762,757,756
1352,TRIA,762,756,763
1353,TRIA,734,751,764
1354,TRIA,734,764,746
1355,TRIA,71,765,766
1356,TRIA,71,766,69
1357,TRIA,766,765,767
1358,TRIA,766,767,768
1359,TRIA,768,767,769
1360,TRIA,768,769,770
1361,TRIA,749,769,771
1362,TRIA,769,749,753
1363,TRIA,769,753,770
1364,TRIA,749,771,747
1365,TRIA,771,772,747
1366,TRIA,772,748,747
1367,TRIA,772,773,750
1368,TRIA,772,750,748
1369,TRIA,750,773,751
1370,TRIA,773,774,751
1371,TRIA,751,774,764
1372,TRIA,774,775,764
1373,TRIA,775,776,777
1374,TRIA,775,777,764
1375,TRIA,762,778,754
1376,TRIA,762,754,757
1377,TRIA,778,770,752
1378,TRIA,766,770,778
1379,TRIA,139,766,778
1380,TRIA,778,752,754
1381,TRIA,755,757,754
1382,TRIA,770,753,752
1383,TRIA,766,139,69
1384,TRIA,768,770,766
1385,TRIA,779,778,762
1386,TRIA,779,762,763
1387,TRIA,764,758,746
1388,TRIA,761,763,756
1389,TRIA,744,761,756
1390,TRIA,777,763,760
1391,TRIA,759,777,760
1392,TRIA,763,761,760
1393,TRIA,758,777,759
1394,TRIA,764,777,758
1395,TRIA,771,769,772
1396,TRIA,772,769,780
1397,TRIA,774,773,780
1398,TRIA,774,780,775
1399,TRIA,772,780,773
1400,TRIA,765,780,769
1401,TRIA,767,765,769
1402,TRIA,765,71,167
1403,TRIA,780,765,167
1404,TRIA,776,775,780
1405,TRIA,776,780,781
1406,TRIA,776,781,777
1407,TRIA,139,778,779
1408,TRIA,139,779,140
1409,TRIA,763,777,781
1410,TRIA,763,781,779
1411,TRIA,169,781,780
1412,TRIA,169,780,167
1413,TRIA,178,782,783
1414,TRIA,178,783,784
1415,TRIA,178,177,782
1416,TRIA,785,142,140
1417,TRIA,779,785,140
1418,TRIA,784,169,178
1419,TRIA,784,781,169
1420,TRIA,779,786,785
1421,TRIA,787,781,784
1422,TRIA,787,786,779
1423,TRIA,787,779,781
1424,TRIA,784,783,788
1425,TRIA,784,788,787
1426,TRIA,786,789,790
1427,TRIA,786,790,785
1428,TRIA,791,142,785
1429,TRIA,790,791,785
1430,TRIA,791,143,142
1431,TRIA,180,143,792
1432,TRIA,143,791,792
1433,TRIA,77,793,177
1434,TRIA,793,782,177
1435,TRIA,788,783,793
1436,TRIA,783,782,793
1437,TRIA,786,787,789
1438,TRIA,787,788,789
1439,TRIA,792,791,790
1440,TRIA,792,790,789
1441,TRIA,180,793,77
1442,TRIA,180,792,793
1443,TRIA,793,792,789
1444,TRIA,793,789,788
1445,TRIA,794,795,796
1446,TRIA,795,797,796
1447,TRIA,798,799,800
1448,TRIA,798,800,801
1449,TRIA,802,795,794
1450,TRIA,802,794,803
1451,TRIA,802,803,804
1452,TRIA,805,806,802
1453,TRIA,806,795,802
1454,TRIA,795,807,797
1455,TRIA,806,807,795
1456,TRIA,808,807,806
1457,TRIA,808,806,805
1458,TRIA,797,807,809
1459,TRIA,807,808,809
1460,TRIA,810,799,798
1461,TRIA,810,798,811
1462,TRIA,797,809,796
1463,TRIA,796,809,801
1464,TRIA,801,809,798
1465,TRIA,812,810,811
1466,TRIA,812,811,813
1467,TRIA,814,815,816
1468,TRIA,814,816,817
1469,TRIA,803,818,819
1470,TRIA,803,819,804
1471,TRIA,804,819,814
1472,TRIA,804,814,817
1473,TRIA,820,803,794
1474,TRIA,818,803,820
1475,TRIA,821,818,820
1476,TRIA,822,821,820
1477,TRIA,822,820,823
1478,TRIA,823,820,794
1479,TRIA,823,794,796
1480,TRIA,800,823,801
1481,TRIA,823,796,801
1482,TRIA,822,823,800
1483,TRIA,799,824,825
1484,TRIA,800,799,825
1485,TRIA,810,824,799
1486,TRIA,802,816,826
1487,TRIA,802,826,827
1488,TRIA,817,816,802
1489,TRIA,804,817,802
1490,TRIA,827,805,802
1491,TRIA,827,828,805
1492,TRIA,828,829,808
1493,TRIA,828,808,805
1494,TRIA,829,809,808
1495,TRIA,829,830,809
1496,TRIA,809,811,798
1497,TRIA,831,813,809
1498,TRIA,831,809,830
1499,TRIA,813,811,809
1500,TRIA,831,832,813
1501,TRIA,832,812,813
1502,TRIA,812,833,824
1503,TRIA,812,824,810
1504,TRIA,816,815,834
1505,TRIA,816,834,826
1506,TRIA,814,835,836
1507,TRIA,814,836,815
1508,TRIA,819,818,837
1509,TRIA,835,819,837
1510,TRIA,819,835,814
1511,TRIA,818,821,838
1512,TRIA,837,818,838
1513,TRIA,821,839,838
1514,TRIA,839,821,822
1515,TRIA,800,839,822
1516,TRIA,839,800,825
1517,TRIA,840,841,833
1518,TRIA,841,842,833
1519,TRIA,842,843,824
1520,TRIA,842,824,833
1521,TRIA,824,843,825
1522,TRIA,843,844,825
1523,TRIA,839,825,844
1524,TRIA,839,844,845
1525,TRIA,834,846,827
1526,TRIA,834,827,826
1527,TRIA,827,846,847
1528,TRIA,827,847,828
1529,TRIA,847,848,829
1530,TRIA,847,829,828
1531,TRIA,829,848,849
1532,TRIA,829,849,830
1533,TRIA,830,849,831
1534,TRIA,849,832,831
1535,TRIA,832,840,833
1536,TRIA,832,833,812
1537,TRIA,850,841,840
1538,TRIA,850,840,851
1539,TRIA,815,836,852
1540,TRIA,815,852,834
1541,TRIA,836,853,854
1542,TRIA,836,854,852
1543,TRIA,855,853,836
1544,TRIA,855,836,835
1545,TRIA,837,856,855
1546,TRIA,837,855,835
1547,TRIA,857,856,838
1548,TRIA,856,837,838
1549,TRIA,845,858,838
1550,TRIA,845,838,839
1551,TRIA,857,838,858
1552,TRIA,857,858,859
1553,TRIA,859,858,860
1554,TRIA,859,860,861
1555,TRIA,861,860,862
1556,TRIA,861,862,863
1557,TRIA,61,863,62
1558,TRIA,863,862,62
1559,TRIA,854,864,865
1560,TRIA,854,865,852
1561,TRIA,850,858,841
1562,TRIA,850,866,858
1563,TRIA,841,858,842
1564,TRIA,842,858,843
1565,TRIA,862,858,866
1566,TRIA,247,862,866
1567,TRIA,844,843,858
1568,TRIA,845,844,858
1569,TRIA,862,860,858
1570,TRIA,247,62,862
1571,TRIA,866,850,851
1572,TRIA,866,851,867
1573,TRIA,849,840,832
1574,TRIA,851,840,849
1575,TRIA,848,851,849
1576,TRIA,865,851,848
1577,TRIA,847,865,848
1578,TRIA,852,846,834
1579,TRIA,865,846,852
1580,TRIA,846,865,847
1581,TRIA,854,868,864
1582,TRIA,868,855,856
1583,TRIA,868,854,853
1584,TRIA,859,863,868
1585,TRIA,863,253,868
1586,TRIA,859,856,857
1587,TRIA,61,253,863
1588,TRIA,859,861,863
1589,TRIA,868,853,855
1590,TRIA,868,856,859
1591,TRIA,865,864,868
1592,TRIA,865,868,869
1593,TRIA,247,866,867
1594,TRIA,247,867,248
1595,TRIA,851,865,869
1596,TRIA,851,869,867
1597,TRIA,257,869,868
1598,TRIA,257,868,253
1599,TRIA,258,870,871
1600,TRIA,258,871,872
1601,TRIA,258,256,870
1602,TRIA,258,872,257
1603,TRIA,872,869,257
1604,TRIA,873,254,248
1605,TRIA,867,873,248
1606,TRIA,867,874,873
1607,TRIA,875,874,867
1608,TRIA,875,867,869
1609,TRIA,875,869,872
1610,TRIA,872,871,876
1611,TRIA,872,876,875
1612,TRIA,874,877,878
1613,TRIA,874,878,873
1614,TRIA,254,873,878
1615,TRIA,254,878,879
1616,TRIA,879,249,254
1617,TRIA,52,249,880
1618,TRIA,249,879,880
1619,TRIA,252,53,881
1620,TRIA,252,881,256
1621,TRIA,256,881,870
1622,TRIA,876,871,881
1623,TRIA,871,870,881
1624,TRIA,874,875,877
1625,TRIA,875,876,877
1626,TRIA,880,879,878
1627,TRIA,880,878,877
1628,TRIA,52,881,53
1629,TRIA,52,880,881
1630,TRIA,881,880,877
1631,TRIA,881,877,876
1632,TRIA,29,882,883
1633,TRIA,29,883,231
1634,TRIA,883,882,884
1635,TRIA,882,885,884
1636,TRIA,886,887,884
1637,TRIA,885,886,884
1638,TRIA,886,885,888
1639,TRIA,225,228,889
1640,TRIA,225,889,890
1641,TRIA,891,892,893
1642,TRIA,894,891,893
1643,TRIA,891,894,895
1644,TRIA,896,894,897
1645,TRIA,894,893,897
1646,TRIA,57,896,222
1647,TRIA,896,897,222
1648,TRIA,898,899,890
1649,TRIA,898,890,889
1650,TRIA,898,889,241
1651,TRIA,889,228,241
1652,TRIA,898,241,900
1653,TRIA,900,241,884
1654,TRIA,241,883,884
1655,TRIA,900,884,887
1656,TRIA,900,887,901
1657,TRIA,883,241,231
1658,TRIA,887,886,902
1659,TRIA,887,902,901
1660,TRIA,886,888,902
1661,TRIA,888,903,902
1662,TRIA,243,885,882
1663,TRIA,29,243,882
1664,TRIA,903,888,885
1665,TRIA,904,903,885
1666,TRIA,243,904,885
1667,TRIA,892,891,905
1668,TRIA,892,905,906
1669,TRIA,891,895,907
1670,TRIA,891,907,905
1671,TRIA,895,894,908
1672,TRIA,895,908,907
1673,TRIA,242,908,894
1674,TRIA,242,896,57
1675,TRIA,242,894,896
1676,TRIA,242,890,899
1677,TRIA,242,899,908
1678,TRIA,242,225,890
1679,TRIA,906,909,223
1680,TRIA,892,906,893
1681,TRIA,906,223,893
1682,TRIA,223,897,893
1683,TRIA,897,223,222
1684,TRIA,49,910,911
1685,TRIA,49,911,47
1686,TRIA,912,904,243
1687,TRIA,243,47,911
1688,TRIA,912,243,911
1689,TRIA,909,912,913
1690,TRIA,904,901,902
1691,TRIA,903,904,902
1692,TRIA,904,900,901
1693,TRIA,909,900,904
1694,TRIA,912,909,904
1695,TRIA,906,908,909
1696,TRIA,908,900,909
1697,TRIA,908,899,900
1698,TRIA,899,898,900
1699,TRIA,908,906,905
1700,TRIA,907,908,905
1701,TRIA,49,223,910
1702,TRIA,223,909,913
1703,TRIA,223,913,910
1704,TRIA,910,913,911
1705,TRIA,913,912,911
1706,TRIA,446,448,914
1707,TRIA,446,914,915
1708,TRIA,443,445,916
1709,TRIA,916,914,443
1710,TRIA,917,918,919
1711,TRIA,917,919,920
1712,TRIA,920,336,917
1713,TRIA,921,922,923
1714,TRIA,924,468,921
1715,TRIA,925,926,927
1716,TRIA,927,928,929
1717,TRIA,930,928,927
1718,TRIA,927,926,931
1719,TRIA,479,932,933
1720,TRIA,479,933,934
1721,TRIA,477,923,932
1722,TRIA,478,477,932
1723,TRIA,479,478,932
1724,TRIA,932,923,922
1725,TRIA,326,935,327
1726,TRIA,935,328,327
1727,TRIA,451,936,323
1728,TRIA,451,323,322
1729,TRIA,936,324,323
1730,TRIA,936,937,324
1731,TRIA,937,325,324
1732,TRIA,452,322,456
1733,TRIA,322,457,456
1734,TRIA,451,322,452
1735,TRIA,453,936,451
1736,TRIA,938,937,453
1737,TRIA,454,938,453
1738,TRIA,937,936,453
1739,TRIA,939,325,937
1740,TRIA,937,938,940
1741,TRIA,939,326,325
1742,TRIA,935,326,939
1743,TRIA,939,940,941
1744,TRIA,937,940,939
1745,TRIA,935,918,328
1746,TRIA,918,329,328
1747,TRIA,450,938,454
1748,TRIA,935,941,942
1749,TRIA,939,941,935
1750,TRIA,941,943,915
1751,TRIA,935,942,918
1752,TRIA,940,943,941
1753,TRIA,450,944,940
1754,TRIA,938,450,940
1755,TRIA,944,943,940
1756,TRIA,918,917,329
1757,TRIA,917,330,329
1758,TRIA,449,944,450
1759,TRIA,449,447,944
1760,TRIA,447,943,944
1761,TRIA,446,943,447
1762,TRIA,941,915,942
1763,TRIA,440,926,438
1764,TRIA,926,916,438
1765,TRIA,916,439,438
1766,TRIA,931,435,434
1767,TRIA,436,931,434
1768,TRIA,435,926,441
1769,TRIA,926,440,441
1770,TRIA,931,926,435
1771,TRIA,916,445,442
1772,TRIA,439,916,442
1773,TRIA,916,925,914
1774,TRIA,437,931,436
1775,TRIA,926,925,916
1776,TRIA,914,444,443
1777,TRIA,914,448,444
1778,TRIA,918,942,945
1779,TRIA,918,945,919
1780,TRIA,942,915,929
1781,TRIA,917,336,331
1782,TRIA,915,925,929
1783,TRIA,942,929,945
1784,TRIA,927,929,925
1785,TRIA,928,945,929
1786,TRIA,915,914,925
1787,TRIA,446,915,943
1788,TRIA,945,928,946
1789,TRIA,946,947,919
1790,TRIA,946,928,948
1791,TRIA,934,947,946
1792,TRIA,930,482,948
1793,TRIA,482,481,948
1794,TRIA,480,934,948
1795,TRIA,481,480,948
1796,TRIA,928,930,948
1797,TRIA,946,948,934
1798,TRIA,946,919,945
1799,TRIA,947,949,920
1800,TRIA,933,949,947
1801,TRIA,934,933,947
1802,TRIA,331,335,334
1803,TRIA,331,336,335
1804,TRIA,920,338,336
1805,TRIA,920,474,338
1806,TRIA,917,331,330
1807,TRIA,947,920,919
1808,TRIA,949,462,920
1809,TRIA,462,463,920
1810,TRIA,472,920,463
1811,TRIA,920,473,474
1812,TRIA,472,473,920
1813,TRIA,949,464,462
1814,TRIA,483,930,931
1815,TRIA,437,483,931
1816,TRIA,927,931,930
1817,TRIA,482,930,483
1818,TRIA,922,466,949
1819,TRIA,466,465,949
1820,TRIA,933,922,949
1821,TRIA,465,464,949
1822,TRIA,461,458,460
1823,TRIA,459,458,461
1824,TRIA,471,459,461
1825,TRIA,471,475,459
1826,TRIA,469,924,470
1827,TRIA,924,471,470
1828,TRIA,921,923,924
1829,TRIA,921,466,922
1830,TRIA,932,922,933
1831,TRIA,477,476,923
1832,TRIA,476,924,923
1833,TRIA,479,934,480
1834,TRIA,475,924,476
1835,TRIA,471,924,475
1836,TRIA,921,467,466
1837,TRIA,468,467,921
1838,TRIA,924,469,468
1839,TRIA,950,185,157
1840,TRIA,950,157,951
1841,TRIA,89,952,85
1842,TRIA,85,952,953
1843,TRIA,952,89,950
1844,TRIA,89,185,950
1845,TRIA,954,86,85
1846,TRIA,954,85,953
1847,TRIA,155,86,955
1848,TRIA,86,954,955
1849,TRIA,955,951,155
1850,TRIA,155,951,157
1851,TRIA,950,951,952
1852,TRIA,952,955,954
1853,TRIA,952,954,953
1854,TRIA,952,951,955
1855,TRIA,956,957,158
1856,TRIA,956,158,186
1857,TRIA,87,958,959
1858,TRIA,156,957,958
1859,TRIA,87,156,958
1860,TRIA,156,158,957
1861,TRIA,959,960,84
1862,TRIA,959,84,87
1863,TRIA,84,960,961
1864,TRIA,188,961,956
1865,TRIA,84,961,188
1866,TRIA,188,956,186
1867,TRIA,961,958,957
1868,TRIA,959,961,960
1869,TRIA,958,961,959
1870,TRIA,961,957,956
1871,TRIA,962,65,116
1872,TRIA,962,116,963
1873,TRIA,65,962,964
1874,TRIA,965,118,964
1875,TRIA,118,63,964
1876,TRIA,65,964,63
1877,TRIA,966,113,118
1878,TRIA,966,118,965
1879,TRIA,116,967,963
1880,TRIA,966,967,113
1881,TRIA,113,967,213
1882,TRIA,116,213,967
1883,TRIA,962,963,964
1884,TRIA,964,967,966
1885,TRIA,964,966,965
1886,TRIA,964,963,967
1887,TRIA,968,969,114
1888,TRIA,968,114,117
1889,TRIA,112,115,970
1890,TRIA,115,969,971
1891,TRIA,115,114,969
1892,TRIA,115,971,970
1893,TRIA,970,972,119
1894,TRIA,970,119,112
1895,TRIA,119,972,121
1896,TRIA,121,973,968
1897,TRIA,121,972,973
1898,TRIA,121,968,117
1899,TRIA,972,970,973
1900,TRIA,973,971,969
1901,TRIA,973,970,971
1902,TRIA,973,969,968
1903,TRIA,974,91,106
1904,TRIA,974,106,975
1905,TRIA,91,974,92
1906,TRIA,976,42,977
1907,TRIA,42,92,977
1908,TRIA,92,974,977
1909,TRIA,978,44,42
1910,TRIA,978,42,976
1911,TRIA,106,107,975
1912,TRIA,978,979,44
1913,TRIA,44,979,107
1914,TRIA,107,979,975
1915,TRIA,974,975,977
1916,TRIA,977,979,978
1917,TRIA,977,975,979
1918,TRIA,977,978,976
1919,TRIA,980,981,43
1920,TRIA,980,43,100
1921,TRIA,45,982,983
1922,TRIA,108,981,982
1923,TRIA,108,43,981
1924,TRIA,45,108,982
1925,TRIA,983,984,46
1926,TRIA,983,46,45
1927,TRIA,46,984,985
1928,TRIA,109,985,980
1929,TRIA,46,985,109
1930,TRIA,109,980,100
1931,TRIA,984,983,985
1932,TRIA,985,982,981
1933,TRIA,985,983,982
1934,TRIA,985,981,980
1935,TRIA,986,230,235
1936,TRIA,986,235,987
1937,TRIA,230,986,27
1938,TRIA,988,240,989
1939,TRIA,240,27,989
1940,TRIA,27,986,989
1941,TRIA,990,233,240
1942,TRIA,990,240,988
1943,TRIA,235,234,987
1944,TRIA,990,991,233
1945,TRIA,233,991,234
1946,TRIA,234,991,987
1947,TRIA,986,987,989
1948,TRIA,989,991,990
1949,TRIA,989,990,988
1950,TRIA,989,987,991
1951,TRIA,992,993,236
1952,TRIA,992,236,239
1953,TRIA,238,994,995
1954,TRIA,237,993,994
1955,TRIA,238,237,994
1956,TRIA,237,236,993
1957,TRIA,995,996,20
1958,TRIA,995,20,238
1959,TRIA,20,996,997
1960,TRIA,16,997,992
1961,TRIA,20,997,16
1962,TRIA,16,992,239
1963,TRIA,996,995,997
1964,TRIA,997,994,993
1965,TRIA,997,995,994
1966,TRIA,997,993,992
1967,TRIA,998,176,175
1968,TRIA,998,175,999
1969,TRIA,179,1000,141
1970,TRIA,141,1000,1001
1971,TRIA,1000,179,998
1972,TRIA,179,176,998
1973,TRIA,1002,171,141
1974,TRIA,1002,141,1001
1975,TRIA,173,171,1003
1976,TRIA,171,1002,1003
1977,TRIA,1003,999,173
1978,TRIA,173,999,175
1979,TRIA,998,999,1000
1980,TRIA,1000,1003,1002
1981,TRIA,1000,1002,1001
1982,TRIA,1000,999,1003
1983,TRIA,1004,1005,174
1984,TRIA,1004,174,159
1985,TRIA,170,1006,1007
1986,TRIA,172,1005,1006
1987,TRIA,170,172,1006
1988,TRIA,172,174,1005
1989,TRIA,1007,1008,166
1990,TRIA,1007,166,170
1991,TRIA,166,1008,1009
1992,TRIA,162,1009,1004
1993,TRIA,166,1009,162
1994,TRIA,162,1004,159
1995,TRIA,1008,1007,1009
1996,TRIA,1009,1006,1005
1997,TRIA,1009,1007,1006
1998,TRIA,1009,1005,1004
1999,TRIA,1010,168,131
2000,TRIA,1010,131,1011
2001,TRIA,168,1010,182
2002,TRIA,1012,34,1013
2003,TRIA,182,1010,1013
2004,TRIA,34,182,1013
2005,TRIA,1014,128,34
2006,TRIA,1014,34,1012
2007,TRIA,131,137,1011
2008,TRIA,1014,1015,128
2009,TRIA,137,1015,1011
2010,TRIA,128,1015,137
2011,TRIA,1010,1011,1013
2012,TRIA,1013,1015,1014
2013,TRIA,1013,1014,1012
2014,TRIA,1013,1011,1015
2015,TRIA,1016,1017,129
2016,TRIA,1016,129,126
2017,TRIA,132,1018,1019
2018,TRIA,130,1017,1018
2019,TRIA,132,130,1018
2020,TRIA,130,129,1017
2021,TRIA,1019,1020,138
2022,TRIA,1019,138,132
2023,TRIA,138,1020,1021
2024,TRIA,125,1021,1016
2025,TRIA,125,1016,126
2026,TRIA,138,1021,125
2027,TRIA,1020,1019,1021
2028,TRIA,1021,1018,1017
2029,TRIA,1021,1019,1018
2030,TRIA,1021,1017,1016
2031,TRIA,1022,1023,1024
2032,TRIA,1024,1025,1026
2033,TRIA,1027,1026,1028
2034,TRIA,1028,1029,1022
2035,TRIA,1024,1023,1025
2036,TRIA,1022,1029,1023
2037,TRIA,1024,1026,1027
2038,TRIA,1028,1026,1029
2039,TRIA,1022,1024,24
2040,TRIA,24,1024,19
2041,TRIA,19,1024,1027
2042,TRIA,19,1027,220
2043,TRIA,220,1027,51
2044,TRIA,1027,1028,51
2045,TRIA,51,1028,24
2046,TRIA,1028,1022,24
2047,TRIA,1023,1029,259
2048,TRIA,259,1029,260
2049,TRIA,1029,1026,260
2050,TRIA,260,1026,262
2051,TRIA,262,1026,261
2052,TRIA,1026,1025,261
2053,TRIA,1025,259,261
2054,TRIA,1025,1023,259
